status,ball,soc_pin_name,net_name,candidate_signals,source_line,match_reason,interface_key,db_signal_name,db_device_pin_name,db_interface_name,dts_offset,mux_mode,linux_macro,result,confidence
GPIO_CANDIDATE,R18,GPMC0_OEN_REN,GPMC0_OEN,GPMC0_OEN_REN,U1-R18 AM6412-GPMC0_OEN_REN PASSIVE,soc_pin_name:GPMC0_OEN_REN; net or connected circuit suggests GPIO-style usage,GPMC0,GPMC0_OEn_REn,GPMC0_OEn_REn,GPMC0,0x0088,0,AM64X_IOPAD,GPIO_CANDIDATE,MEDIUM
MATCHED,R19,GPMC0_CSN0,GPMC0_CS0N,GPMC0_CSN0,U1-R19 AM6412-GPMC0_CSN0 PASSIVE,soc_pin_name:GPMC0_CSN0; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_CSn0,GPMC0_CSn0,GPMC0,0x00a8,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,R2,PRG0_PRU1_GPO19,CPSW_RGMII_MDC,PRG0_PRU1_GPO19,U1-R2 AM6412-PRG0_PRU1_GPO19 PASSIVE,soc_pin_name:PRG0_PRU1_GPO19; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG0_PRU1,PRG0_PRU1_GPO19,PRG0_PRU1_GPO19,PRU_ICSSG0_PRU1,0x01fc,0,AM64X_IOPAD,PINMUX_DTS,HIGH
OUT_OF_SCOPE,R7,VSS_P,GND,VSS_P,U1-R7 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R8,VDDSHV2_O,SOC_DVDD3V3,VDDSHV2_O,U1-R8 AM6412-VDDSHV2_O POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,R9,VSS_P,GND,VSS_P,U1-R9 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,T10,VSS_P,GND,VSS_P,U1-T10 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,T11,VSS_P,GND,VSS_P,U1-T11 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,T12,VDDA_0P85_USB0,VDDAR_0P85_USB0,VDDA_0P85_USB0,U1-T12 AM6412-VDDA_0P85_USB0 POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,T13,SERDES0_REXT,N16159493,SERDES0_REXT,U1-T13 AM6412-SERDES0_REXT PASSIVE,soc_pin_name:SERDES0_REXT; power/ground/analog class pin,SERDES0,SERDES0_REXT,SERDES0_REXT,SERDES0,NOT FOUND,0,AM64X_IOPAD,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,T14,USB0_VBUS,SOC_USB0_VBUS,USB0_VBUS,U1-T14 AM6412-USB0_VBUS PASSIVE,soc_pin_name:USB0_VBUS; pre-Linux controller or PHY domain,USB0,USB0_VBUS,USB0_VBUS,USB0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,T15,VSS_P,GND,VSS_P,U1-T15 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,T16,VSS_P,GND,VSS_P,U1-T16 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,T17,GPMC0_AD9,GPMC0_AD9,GPMC0_AD9,U1-T17 AM6412-GPMC0_AD9 PASSIVE,soc_pin_name:GPMC0_AD9; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_AD9,GPMC0_AD9,GPMC0,0x0060,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,T18,GPMC0_AD2,GPMC0_AD2,GPMC0_AD2,U1-T18 AM6412-GPMC0_AD2 PASSIVE,soc_pin_name:GPMC0_AD2; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_AD2,GPMC0_AD2,GPMC0,0x0044,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,T19,GPMC0_BE1N,GPMC0_BE1_N,GPMC0_BE1N,U1-T19 AM6412-GPMC0_BE1N PASSIVE,soc_pin_name:GPMC0_BE1N; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_BE1n,GPMC0_BE1n,GPMC0,0x0094,0,AM64X_IOPAD,PINMUX_DTS,HIGH
ALT_FUNCTION_REVIEW,T2,PRG0_PRU0_GPO8,GPMC0_A2,PRG0_PRU0_GPO8,U1-T2 AM6412-PRG0_PRU0_GPO8 PASSIVE,soc_pin_name:PRG0_PRU0_GPO8; alternate function hinted by net name on same ball,PRU_ICSSG0_PRU0,PRG0_PRU0_GPO8,PRG0_PRU0_GPO8,PRU_ICSSG0_PRU0,0x0180,0,AM64X_IOPAD,ALT_FUNCTION_REVIEW,MEDIUM
MATCHED,T20,GPMC0_AD0,GPMC0_AD0,GPMC0_AD0,U1-T20 AM6412-GPMC0_AD0 PASSIVE,soc_pin_name:GPMC0_AD0; ball + TI symbol pin name matched SysConfig DB,GPMC0,GPMC0_AD0,GPMC0_AD0,GPMC0,0x003c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
